video_path,label,class_name
data/raw/CricShoot10kShootDataset/Square Cut/vid146_32.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid384_2.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Flick/vid302_4.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Sweep/vid450_15.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Upper Cut/vid101_29.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Flick/vid469_30.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid223_17.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid129_18.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Scoop/vid278_10.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Defensive/vid63_12.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Defensive/vid316_30.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Sweep/vid354_13.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid78_28.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid392_13.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Cover Drive/vid66_16.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid53_50.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid38_1.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid34_43.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid368_27.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid476_36.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid471_14.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid397_9.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Cover Drive/vid512_57.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid519_40.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Sweep/vid42_14.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Offside/vid178_19.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid415_25.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid157_26.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Pull/vid513_32.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Offside/vid529_64.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid51_2.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid480_29.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid81_33.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Upper Cut/vid137_31.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Defensive/vid240_37.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid4_34.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Flick/vid85_2.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Square Cut/vid166_24.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid17_15.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid252_0.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Legside/vid510_24.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid379_2.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid277_13.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid344_23.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid455_55.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid84_15.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Cover Drive/vid76_20.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Flick/vid170_31.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Cover Drive/vid56_70.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Sweep/vid344_42.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid304_13.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid480_17.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid433_13.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid189_1.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Hook/vid324_20.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Square Cut/vid368_50.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid419_23.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Straight Drive/vid53_15.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid85_16.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid39_37.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Late Cut/vid272_9.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid300_15.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid346_15.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Sweep/vid256_8.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid378_46.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid517_35.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid15_29.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid87_11.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid442_7.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid453_51.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid505_13.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Down The Wicket/vid114_4.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid13_9.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Lofted Offside/vid9_15.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Defensive/vid250_37.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Upper Cut/vid80_9.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid344_48.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Sweep/vid42_10.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid440_61.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid271_6.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid170_8.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Scoop/vid535_38.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Flick/vid508_0.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid217_8.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid9_46.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Down The Wicket/vid356_10.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid40_87.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid95_25.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid409_19.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid1_2.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid366_29.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Legside/vid378_6.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid57_22.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Cover Drive/vid227_27.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Upper Cut/vid411_12.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid65_27.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid459_16.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Late Cut/vid48_19.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Defensive/vid240_49.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Flick/vid252_48.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Hook/vid480_38.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Pull/vid131_0.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Offside/vid494_18.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Cover Drive/vid456_21.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Square Cut/vid502_10.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Sweep/vid261_14.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid72_17.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Pull/vid366_4.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid468_5.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Sweep/vid366_25.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Straight Drive/vid248_3.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Defensive/vid172_3.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Sweep/vid129_30.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Offside/vid386_30.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid238_28.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Straight Drive/vid139_13.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid512_44.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid172_13.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Upper Cut/vid320_26.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Hook/vid210_3.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Square Cut/vid440_17.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid264_9.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid490_32.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid351_6.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid480_15.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid391_14.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid500_27.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Sweep/vid411_28.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Scoop/vid389_27.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Flick/vid100_54.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid447_47.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid292_13.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Late Cut/vid510_7.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Sweep/vid28_49.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid25_18.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid481_44.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Straight Drive/vid241_41.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid501_29.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Defensive/vid235_42.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Late Cut/vid531_42.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid467_25.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Defensive/vid249_0.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid466_28.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid37_27.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid73_2.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Square Cut/vid505_39.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Defensive/vid316_4.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid436_46.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid391_54.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Defensive/vid209_0.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid210_16.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid46_54.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid34_37.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid129_10.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Upper Cut/vid397_24.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid4_14.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid152_33.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid445_58.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid452_21.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Defensive/vid274_7.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Hook/vid509_7.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Offside/vid391_25.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid476_32.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid49_28.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Offside/vid468_9.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Hook/vid384_41.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Pull/vid151_16.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid222_4.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Offside/vid375_50.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid154_8.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid366_26.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid237_24.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid502_12.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid515_83.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Late Cut/vid435_53.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Scoop/vid363_27.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid406_49.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid9_30.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Hook/vid366_49.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Offside/vid249_31.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Sweep/vid430_27.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Flick/vid177_27.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Defensive/vid379_9.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid530_23.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid245_16.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Defensive/vid471_20.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Pull/vid429_9.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Sweep/vid358_7.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Straight Drive/vid100_55.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid401_20.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid107_10.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid357_26.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Pull/vid434_40.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid465_10.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Down The Wicket/vid175_5.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Late Cut/vid60_100.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Flick/vid131_2.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Hook/vid459_46.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Offside/vid210_46.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid427_30.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid429_59.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Straight Drive/vid100_53.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Straight Drive/vid104_3.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Flick/vid449_0.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid2_1.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Upper Cut/vid129_20.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid244_33.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Flick/vid133_17.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Pull/vid445_7.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Hook/vid438_44.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Hook/vid112_13.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Lofted Legside/vid23_33.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid198_4.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Sweep/vid486_6.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Legside/vid345_21.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Scoop/vid363_29.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Square Cut/vid93_43.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Flick/vid499_28.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Scoop/vid444_58.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Legside/vid366_28.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid105_23.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Sweep/vid482_50.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Lofted Offside/vid438_24.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid472_39.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Late Cut/vid443_13.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Scoop/vid431_15.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Legside/vid517_38.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Flick/vid170_21.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Lofted Offside/vid519_64.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Legside/vid37_34.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Hook/vid138_0.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Defensive/vid162_8.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Down The Wicket/vid55_8.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Pull/vid67_10.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Offside/vid443_55.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Square Cut/vid178_28.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid465_16.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid90_49.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Pull/vid413_11.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Offside/vid121_7.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Defensive/vid144_4.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Square Cut/vid129_22.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid119_20.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid113_23.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Cover Drive/vid78_25.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Pull/vid499_11.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Down The Wicket/vid232_28.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Flick/vid157_1.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid169_18.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Flick/vid358_44.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Down The Wicket/vid342_14.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid106_12.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Straight Drive/vid1_5.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Cover Drive/vid213_18.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Defensive/vid252_16.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Sweep/vid536_23.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Straight Drive/vid369_45.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Scoop/vid90_8.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid133_0.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Straight Drive/vid126_4.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Defensive/vid320_57.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Cover Drive/vid215_1.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Pull/vid515_5.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Sweep/vid51_9.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid49_23.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Upper Cut/vid382_8.avi,Upper Cut,Upper Cut
data/raw/CricShoot10kShootDataset/Defensive/vid219_6.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Pull/vid335_32.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Pull/vid133_9.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Lofted Offside/vid485_21.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Down The Wicket/vid146_22.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Defensive/vid435_56.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid233_35.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Square Cut/vid182_2.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Square Cut/vid123_0.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Cover Drive/vid101_39.avi,Cover Drive,Cover Drive
data/raw/CricShoot10kShootDataset/Lofted Legside/vid342_21.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Square Cut/vid467_27.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Lofted Legside/vid366_62.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Sweep/vid368_12.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Late Cut/vid215_15.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Hook/vid462_21.avi,Hook,Hook
data/raw/CricShoot10kShootDataset/Scoop/vid77_44.avi,Scoop,Scoop
data/raw/CricShoot10kShootDataset/Lofted Offside/vid353_27.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid430_12.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Pull/vid529_63.avi,Pull,Pull
data/raw/CricShoot10kShootDataset/Flick/vid214_6.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Sweep/vid391_44.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid39_38.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Sweep/vid216_39.avi,Sweep,Sweep
data/raw/CricShoot10kShootDataset/Down The Wicket/vid341_16.avi,Down The Wicket,Down The Wicket
data/raw/CricShoot10kShootDataset/Lofted Legside/vid434_21.avi,Lofted Legside,Lofted Legside
data/raw/CricShoot10kShootDataset/Defensive/vid160_30.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Lofted Offside/vid271_1.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid214_28.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Lofted Offside/vid485_52.avi,Lofted Offside,Lofted Offside
data/raw/CricShoot10kShootDataset/Defensive/vid388_12.avi,Defensive,Defensive
data/raw/CricShoot10kShootDataset/Flick/vid382_17.avi,Flick,Flick
data/raw/CricShoot10kShootDataset/Late Cut/vid480_37.avi,Late Cut,Late Cut
data/raw/CricShoot10kShootDataset/Straight Drive/vid13_5.avi,Straight Drive,Straight Drive
data/raw/CricShoot10kShootDataset/Reverse Sweep/vid40_74.avi,Reverse Sweep,Reverse Sweep
data/raw/CricShoot10kShootDataset/Square Cut/vid118_9.avi,Square Cut,Square Cut
data/raw/CricShoot10kShootDataset/Down The Wicket/vid355_49.avi,Down The Wicket,Down The Wicket
